Context,Job Zone,Code,Occupation
80,2,43-4031.00,"Court, Municipal, and License Clerks"
80,1,35-9021.00,Dishwashers
80,5,25-1063.00,"Economics Teachers, Postsecondary"
80,3,51-9071.00,Jewelers and Precious Stone and Metal Workers
80,2,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
80,4,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
80,3,51-4061.00,"Model Makers, Metal and Plastic"
80,4,19-4061.00,Social Science Research Assistants
80,5,29-1127.00,Speech-Language Pathologists
79,4,13-2023.00,Appraisers and Assessors of Real Estate
79,5,15-2041.01,Biostatisticians
79,4,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
79,3,13-1041.08,Customs Brokers
79,4,15-1243.00,Database Architects
79,4,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
79,2,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
79,4,13-1075.00,Labor Relations Specialists
79,3,29-2061.00,Licensed Practical and Licensed Vocational Nurses
79,2,39-5092.00,Manicurists and Pedicurists
79,4,25-4013.00,Museum Technicians and Conservators
79,3,43-4141.00,New Accounts Clerks
79,3,29-2081.00,"Opticians, Dispensing"
79,2,41-2031.00,Retail Salespersons
79,3,17-3024.01,Robotics Technicians
79,4,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents"
79,2,51-3023.00,Slaughterers and Meat Packers
79,4,17-2199.11,Solar Energy Systems Engineers
79,4,27-3042.00,Technical Writers
79,4,13-1151.00,Training and Development Specialists
79,4,11-3071.00,"Transportation, Storage, and Distribution Managers"
78,5,19-2011.00,Astronomers
78,3,49-2091.00,Avionics Technicians
78,3,43-3021.00,Billing and Posting Clerks
78,4,27-3011.00,Broadcast Announcers and Radio Disc Jockeys
78,2,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
78,3,51-9162.00,Computer Numerically Controlled Tool Programmers
78,4,11-9021.00,Construction Managers
78,2,43-4041.00,"Credit Authorizers, Checkers, and Clerks"
78,2,43-9021.00,Data Entry Keyers
78,2,41-9011.00,Demonstrators and Product Promoters
78,3,33-2021.00,Fire Inspectors and Investigators
78,2,27-1023.00,Floral Designers
78,4,27-3091.00,Interpreters and Translators
78,4,11-9081.00,Lodging Managers
78,2,51-9111.00,Packaging and Filling Machine Operators and Tenders
78,2,31-2022.00,Physical Therapist Aides
78,2,43-5052.00,Postal Service Mail Carriers
78,4,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
78,4,15-1253.00,Software Quality Assurance Analysts and Testers
78,2,43-9022.00,Word Processors and Typists
77,2,53-1041.00,Aircraft Cargo Handling Supervisors
77,2,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
77,4,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
77,4,13-1199.04,Business Continuity Planners
77,4,41-3021.00,Insurance Sales Agents
77,4,13-1081.00,Logisticians
77,3,51-4041.00,Machinists
77,3,31-9097.00,Phlebotomists
77,2,51-9151.00,Photographic Process Workers and Processing Machine Operators
77,4,17-2199.10,Wind Energy Engineers
76,4,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
76,4,13-1041.01,Environmental Compliance Inspectors
76,2,33-1012.00,First-Line Supervisors of Police and Detectives
76,4,13-2099.04,"Fraud Examiners, Investigators and Analysts"
76,2,41-2012.00,Gambling Change Persons and Booth Cashiers
76,2,49-9031.00,Home Appliance Repairers
76,4,13-1161.00,Market Research Analysts and Marketing Specialists
76,2,43-6013.00,Medical Secretaries and Administrative Assistants
76,2,51-2061.00,Timing Device Assemblers and Adjusters
75,3,35-2013.00,"Cooks, Private Household"
75,3,19-4071.00,Forest and Conservation Technicians
75,4,17-1022.01,Geodetic Surveyors
75,4,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
75,5,19-2043.00,Hydrologists
75,4,27-2042.00,Musicians and Singers
75,2,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
74,4,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
74,5,19-1011.00,Animal Scientists
74,2,35-3011.00,Bartenders
74,3,31-9091.00,Dental Assistants
74,3,43-4061.00,"Eligibility Interviewers, Government Programs"
74,3,51-6092.00,Fabric and Apparel Patternmakers
74,1,35-3023.00,Fast Food and Counter Workers
74,2,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
74,5,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
74,3,39-5091.00,"Makeup Artists, Theatrical and Performance"
74,3,31-1131.00,Nursing Assistants
74,2,51-8013.00,Power Plant Operators
74,3,29-2053.00,Psychiatric Technicians
74,3,41-9022.00,Real Estate Sales Agents
74,5,25-9044.00,"Teaching Assistants, Postsecondary"
74,3,15-1241.01,Telecommunications Engineering Specialists
73,2,51-9191.00,Adhesive Bonding Machine Operators and Tenders
73,2,45-2011.00,Agricultural Inspectors
73,3,53-2022.00,Airfield Operations Specialists
73,1,35-3023.01,Baristas
73,2,41-2011.00,Cashiers
73,3,47-4011.00,Construction and Building Inspectors
73,2,43-5021.00,Couriers and Messengers
73,5,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
73,4,21-1091.00,Health Education Specialists
73,5,15-2021.00,Mathematicians
73,2,17-3029.01,Non-Destructive Testing Specialists
73,2,43-9071.00,"Office Machine Operators, Except Computer"
73,4,11-9141.00,"Property, Real Estate, and Community Association Managers"
73,5,27-1027.00,Set and Exhibit Designers
72,5,25-2059.01,Adapted Physical Education Specialists
72,3,53-6051.01,Aviation Inspectors
72,3,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
72,5,23-1011.00,Lawyers
72,2,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
72,3,33-9021.00,Private Detectives and Investigators
72,3,49-2098.00,Security and Fire Alarm Systems Installers
72,5,19-3041.00,Sociologists
72,4,13-1199.05,Sustainability Specialists
71,4,21-1094.00,Community Health Workers
71,2,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
71,3,27-1022.00,Fashion Designers
71,3,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
71,2,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
71,2,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
71,2,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
71,3,27-4021.00,Photographers
71,3,17-3031.00,Surveying and Mapping Technicians
71,2,51-2092.00,Team Assemblers
70,4,11-3021.00,Computer and Information Systems Managers
70,2,51-9161.00,Computer Numerically Controlled Tool Operators
70,3,39-6012.00,Concierges
70,1,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
70,3,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
70,5,25-9021.00,Farm and Home Management Educators
70,3,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
70,2,51-3092.00,Food Batchmakers
70,2,39-4021.00,Funeral Attendants
70,2,49-9099.01,Geothermal Technicians
70,3,13-1032.00,"Insurance Appraisers, Auto Damage"
70,3,43-6012.00,Legal Secretaries and Administrative Assistants
70,4,17-2121.00,Marine Engineers and Naval Architects
70,2,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
70,2,43-3061.00,Procurement Clerks
70,3,39-9041.00,Residential Advisors
70,3,51-8021.00,Stationary Engineers and Boiler Operators
69,4,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
69,5,19-3091.00,Anthropologists and Archeologists
69,4,13-1041.00,Compliance Officers
69,3,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
69,2,49-9094.00,Locksmiths and Safe Repairers
69,5,29-1081.00,Podiatrists
69,3,51-9195.05,"Potters, Manufacturing"
69,2,31-1133.00,Psychiatric Aides
69,4,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
69,3,41-4011.07,Solar Sales Representatives and Assessors
69,4,17-1022.00,Surveyors
68,2,51-3011.00,Bakers
68,4,19-1031.00,Conservation Scientists
68,2,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
68,4,15-1299.03,Document Management Specialists
68,4,17-3025.00,Environmental Engineering Technologists and Technicians
68,2,43-4071.00,File Clerks
68,4,13-1131.00,Fundraisers
68,3,49-9071.00,"Maintenance and Repair Workers, General"
68,3,49-3052.00,Motorcycle Mechanics
68,5,19-2012.00,Physicists
68,2,51-6042.00,Shoe Machine Operators and Tenders
67,4,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
67,3,39-5011.00,Barbers
67,4,13-2031.00,Budget Analysts
67,3,47-4011.01,Energy Auditors
67,2,51-8092.00,Gas Plant Operators
67,2,39-7012.00,Travel Guides
66,2,35-2014.00,"Cooks, Restaurant"
66,2,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
66,2,39-9011.01,Nannies
66,3,19-5012.00,Occupational Health and Safety Technicians
66,2,49-9052.00,Telecommunications Line Installers and Repairers
66,2,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
66,2,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
65,2,51-2021.00,"Coil Winders, Tapers, and Finishers"
65,5,19-2041.02,Environmental Restoration Planners
65,2,51-9022.00,"Grinding and Polishing Workers, Hand"
65,3,51-8013.04,Hydroelectric Plant Technicians
65,2,51-6093.00,Upholsterers
65,2,47-4099.03,Weatherization Installers and Technicians
64,3,53-2012.00,Commercial Pilots
64,4,19-2041.00,"Environmental Scientists and Specialists, Including Health"
64,4,19-1032.00,Foresters
64,3,49-9041.00,Industrial Machinery Mechanics
64,3,49-9043.00,"Maintenance Workers, Machinery"
64,1,51-6031.00,Sewing Machine Operators
63,2,35-3041.00,"Food Servers, Nonrestaurant"
63,1,51-6011.00,Laundry and Dry-Cleaning Workers
63,5,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
63,3,51-4062.00,"Patternmakers, Metal and Plastic"
63,3,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
63,4,11-2022.00,Sales Managers
62,3,49-2097.00,Audiovisual Equipment Installers and Repairers
62,2,43-5011.00,Cargo and Freight Agents
62,2,35-2015.00,"Cooks, Short Order"
62,4,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
62,3,33-2022.00,Forest Fire Inspectors and Prevention Specialists
62,4,11-3051.00,Industrial Production Managers
62,2,53-6021.00,Parking Attendants
62,4,53-6051.00,Transportation Inspectors
61,3,47-4041.00,Hazardous Materials Removal Workers
61,3,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
61,3,39-7011.00,Tour Guides and Escorts
60,3,27-1012.00,Craft Artists
60,3,33-2011.00,Firefighters
60,3,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
60,3,51-7032.00,"Patternmakers, Wood"
60,2,53-1042.01,Recycling Coordinators
60,5,25-1113.00,"Social Work Teachers, Postsecondary"
60,2,51-9197.00,Tire Builders
59,4,41-3011.00,Advertising Sales Agents
59,3,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
59,2,53-7071.00,Gas Compressor and Gas Pumping Station Operators
59,5,19-2041.03,Industrial Ecologists
59,3,19-4012.01,Precision Agriculture Technicians
59,2,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
59,2,47-2044.00,Tile and Stone Setters
58,3,51-1011.00,First-Line Supervisors of Production and Operating Workers
58,2,47-4091.00,Segmental Pavers
57,3,19-4012.00,Agricultural Technicians
57,2,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
57,3,47-2111.00,Electricians
57,2,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
57,2,47-3013.00,Helpers--Electricians
57,2,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
57,3,53-5031.00,Ship Engineers
56,2,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
56,2,47-2211.00,Sheet Metal Workers
56,3,47-1011.03,Solar Energy Installation Managers
55,2,27-2021.00,Athletes and Sports Competitors
55,2,53-3031.00,Driver/Sales Workers
55,2,31-1122.00,Personal Care Aides
55,2,37-2021.00,Pest Control Workers
55,3,51-4111.00,Tool and Die Makers
54,3,49-3011.00,Aircraft Mechanics and Service Technicians
54,2,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
54,3,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
54,2,31-1121.00,Home Health Aides
54,2,53-7063.00,Machine Feeders and Offbearers
54,2,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
54,3,47-2152.04,Solar Thermal Installers and Technicians
53,3,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
53,3,47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
53,3,41-3041.00,Travel Agents
52,2,47-4031.00,Fence Erectors
52,3,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
52,2,47-2053.00,Terrazzo Workers and Finishers
51,5,23-1022.00,"Arbitrators, Mediators, and Conciliators"
51,2,47-2031.00,Carpenters
51,2,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
51,2,45-4011.00,Forest and Conservation Workers
51,2,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
51,2,53-7064.00,"Packers and Packagers, Hand"
51,1,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
51,3,31-9099.01,Speech-Language Pathology Assistants
50,3,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
50,2,51-2031.00,Engine and Other Machine Assemblers
50,4,33-3031.00,Fish and Game Wardens
50,2,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
50,2,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
50,3,33-3051.00,Police and Sheriff's Patrol Officers
49,2,39-2011.00,Animal Trainers
49,1,35-2011.00,"Cooks, Fast Food"
49,2,47-2231.00,Solar Photovoltaic Installers
48,3,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
48,2,47-2121.00,Glaziers
48,2,47-3012.00,Helpers--Carpenters
48,2,49-9044.00,Millwrights
48,4,27-3043.05,"Poets, Lyricists and Creative Writers"
47,2,49-3022.00,Automotive Glass Installers and Repairers
47,3,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
47,3,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
46,1,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
46,2,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
45,2,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
45,3,53-7021.00,Crane and Tower Operators
45,2,13-1074.00,Farm Labor Contractors
45,2,47-5081.00,Helpers--Extraction Workers
45,2,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
45,1,51-9123.00,"Painting, Coating, and Decorating Workers"
44,3,47-2011.00,Boilermakers
44,3,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
44,3,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
44,2,47-2132.00,"Insulation Workers, Mechanical"
44,4,27-3043.00,Writers and Authors
43,2,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
43,2,53-3052.00,"Bus Drivers, Transit and Intercity"
43,2,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
43,3,49-9097.00,Signal and Track Switch Repairers
43,2,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
42,2,51-9011.00,Chemical Equipment Operators and Tenders
42,2,49-9011.00,Mechanical Door Repairers
42,3,33-3052.00,Transit and Railroad Police
42,2,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
41,1,39-3091.00,Amusement and Recreation Attendants
41,2,47-2141.00,"Painters, Construction and Maintenance"
41,2,53-7121.00,"Tank Car, Truck, and Ship Loaders"
40,2,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
40,2,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
39,2,33-9011.00,Animal Control Workers
39,2,53-7061.00,Cleaners of Vehicles and Equipment
39,2,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
39,2,51-2051.00,Fiberglass Laminators and Fabricators
39,2,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
38,2,51-7011.00,Cabinetmakers and Bench Carpenters
38,2,47-2081.00,Drywall and Ceiling Tile Installers
38,2,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
38,2,47-2142.00,Paperhangers
38,2,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
37,3,49-3023.00,Automotive Service Technicians and Mechanics
37,2,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
37,2,51-7021.00,Furniture Finishers
37,2,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
36,2,49-3021.00,Automotive Body and Related Repairers
36,2,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
36,2,53-3033.00,Light Truck Drivers
36,2,47-2082.00,Tapers
35,2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
35,2,49-9096.00,Riggers
35,2,53-5011.00,Sailors and Marine Oilers
35,2,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
35,2,53-4041.00,Subway and Streetcar Operators
35,2,53-7073.00,Wellhead Pumpers
31,1,45-3031.00,Fishing and Hunting Workers
31,2,51-4192.00,"Layout Workers, Metal and Plastic"
31,2,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
31,2,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
30,2,53-7031.00,Dredge Operators
30,1,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
30,2,45-4023.00,Log Graders and Scalers
30,2,49-3092.00,Recreational Vehicle Service Technicians
30,1,47-5071.00,"Roustabouts, Oil and Gas"
29,2,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
29,2,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
29,2,27-2023.00,"Umpires, Referees, and Other Sports Officials"
28,1,45-2091.00,Agricultural Equipment Operators
28,3,49-3051.00,Motorboat Mechanics and Service Technicians
28,1,51-6051.00,"Sewers, Hand"
28,3,49-9081.00,Wind Turbine Service Technicians
27,2,47-4051.00,Highway Maintenance Workers
27,2,53-7051.00,Industrial Truck and Tractor Operators
27,2,53-4031.00,Railroad Conductors and Yardmasters
25,1,53-7011.00,Conveyor Operators and Tenders
25,1,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
25,3,51-7031.00,"Model Makers, Wood"
24,2,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
24,2,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
24,2,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
24,2,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
23,2,33-3041.00,Parking Enforcement Workers
23,2,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
22,1,45-4022.00,Logging Equipment Operators
22,2,49-9095.00,Manufactured Building and Mobile Home Installers
22,2,51-4051.00,Metal-Refining Furnace Operators and Tenders
22,1,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
21,2,51-9198.00,Helpers--Production Workers
21,2,53-7062.04,Recycling and Reclamation Workers
21,3,47-2022.00,Stonemasons
20,2,47-2061.00,Construction Laborers
20,2,47-5023.00,"Earth Drillers, Except Oil and Gas"
20,2,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
20,2,47-2171.00,Reinforcing Iron and Rebar Workers
19,3,49-9092.00,Commercial Divers
19,2,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
19,2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
19,2,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
19,2,47-5013.00,"Service Unit Operators, Oil and Gas"
19,2,49-3093.00,Tire Repairers and Changers
18,3,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
18,2,47-2221.00,Structural Iron and Steel Workers
17,2,45-2021.00,Animal Breeders
17,2,47-2021.00,Brickmasons and Blockmasons
17,2,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
17,2,49-3043.00,Rail Car Repairers
17,2,51-2041.00,Structural Metal Fabricators and Fitters
16,2,47-3016.00,Helpers--Roofers
16,2,43-5041.00,"Meter Readers, Utilities"
15,1,37-3011.00,Landscaping and Groundskeeping Workers
15,2,53-5022.00,Motorboat Operators
15,1,47-2161.00,Plasterers and Stucco Masons
15,2,47-2181.00,Roofers
15,2,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
14,1,47-2051.00,Cement Masons and Concrete Finishers
13,2,47-2151.00,Pipelayers
12,2,49-9051.00,Electrical Power-Line Installers and Repairers
12,2,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
12,2,53-4011.00,Locomotive Engineers
11,2,33-9091.00,Crossing Guards and Flaggers
11,2,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
11,2,47-2072.00,Pile Driver Operators
11,2,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
10,2,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
10,2,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
10,2,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
9,2,53-7081.00,Refuse and Recyclable Material Collectors
8,2,47-5041.00,Continuous Mining Machine Operators
7,3,49-3041.00,Farm Equipment Mechanics and Service Technicians
7,2,53-7041.00,Hoist and Winch Operators
7,2,53-6061.00,Passenger Attendants
7,1,47-5051.00,"Rock Splitters, Quarry"
5,2,47-2073.00,Operating Engineers and Other Construction Equipment Operators
3,2,53-6031.00,Automotive and Watercraft Service Attendants
3,1,45-4021.00,Fallers
3,2,51-4071.00,Foundry Mold and Coremakers
2,2,47-5043.00,"Roof Bolters, Mining"
2,2,47-5012.00,"Rotary Drill Operators, Oil and Gas"
2,2,37-3013.00,Tree Trimmers and Pruners
1,1,47-5011.00,"Derrick Operators, Oil and Gas"
1,2,51-4052.00,"Pourers and Casters, Metal"
